l,l1,l2,n1,n2,p,p1,p2,mirror1,mirror2,ReRatioNL,ImRatioNL
2,5,7,1,0,0,1,1,0,0,-0.00409,-0.0281
2,5,7,1,0,0,1,1,1,0,-3.56,-1.14
2,5,7,0,1,0,1,1,0,0,-0.00436,-0.0279
2,5,7,0,1,0,1,1,1,0,-4.57,-1.17
4,5,7,0,0,0,1,1,0,0,-0.0045,-0.0592
4,5,7,0,0,0,1,1,1,0,0.232,0.296
4,5,7,1,0,0,1,1,0,0,-0.0093,-0.0595
4,5,7,1,0,0,1,1,1,0,0.439,0.606
4,5,7,0,1,0,1,1,0,0,-0.00905,-0.0592
4,5,7,0,1,0,1,1,1,0,0.384,0.46
6,5,7,0,0,0,1,1,0,0,0.00721,0.0974
6,5,7,0,0,0,1,1,1,0,0.00546,-0.196
6,5,7,1,0,0,1,1,0,0,0.0149,0.0982
6,5,7,1,0,0,1,1,1,0,-0.0211,-0.183
6,5,7,0,1,0,1,1,0,0,0.0148,0.0975
6,5,7,0,1,0,1,1,1,0,-0.0332,-0.188
2,6,6,0,0,0,1,1,0,1,-4.16,-2.25e-25
2,6,6,1,0,0,1,1,0,0,0.0119,0.0774
2,6,6,1,0,0,1,1,1,0,-2.02,-0.654
2,6,6,0,1,0,1,1,0,0,0.0119,0.0774
2,6,6,0,1,0,1,1,0,1,-2.02,-0.654
4,6,6,0,0,0,1,1,0,0,-0.00609,-0.0811
4,6,6,0,0,0,1,1,0,1,0.299,8.99e-25
4,6,6,1,0,0,1,1,0,0,-0.0125,-0.0813
4,6,6,1,0,0,1,1,1,0,0.353,0.0452
4,6,6,0,1,0,1,1,0,0,-0.0125,-0.0813
4,6,6,0,1,0,1,1,0,1,0.353,0.0452
6,6,6,0,0,0,1,1,0,0,0.00772,0.105
6,6,6,0,0,0,1,1,0,1,0.222,-6.76e-26
6,6,6,1,0,0,1,1,0,0,0.016,0.106
6,6,6,1,0,0,1,1,1,0,0.0506,0.0163
6,6,6,0,1,0,1,1,0,0,0.016,0.106
6,6,6,0,1,0,1,1,0,1,0.0506,0.0163
3,6,7,0,0,0,1,1,0,0,-0.00436,-0.0621
3,6,7,0,0,0,1,1,1,0,1.11,0.00858
3,6,7,1,0,0,1,1,0,0,-0.00896,-0.0623
3,6,7,1,0,0,1,1,1,0,1.55,1.2
3,6,7,0,1,0,1,1,0,0,-0.00882,-0.0621
3,6,7,0,1,0,1,1,1,0,1.39,0.819
5,6,7,0,0,0,1,1,0,0,0.0056,0.0801
5,6,7,0,0,0,1,1,1,0,-0.0672,-0.119
5,6,7,1,0,0,1,1,0,0,0.0115,0.0804
5,6,7,1,0,0,1,1,1,0,-0.185,-0.166
5,6,7,0,1,0,1,1,0,0,0.0114,0.0802
5,6,7,0,1,0,1,1,1,0,-0.171,-0.155
7,6,7,0,0,0,1,1,0,0,-0.00735,-0.108
7,6,7,0,0,0,1,1,1,0,-0.116,0.176
7,6,7,1,0,0,1,1,0,0,-0.0152,-0.109
7,6,7,1,0,0,1,1,1,0,-0.0697,0.0818
7,6,7,0,1,0,1,1,0,0,-0.0152,-0.108
7,6,7,0,1,0,1,1,1,0,-0.0567,0.11
2,7,7,0,0,0,1,1,0,0,-0.00463,-0.0706
2,7,7,0,0,0,1,1,0,1,6.44,1.14e-24
2,7,7,1,0,0,1,1,0,0,-0.00942,-0.0707
2,7,7,1,0,0,1,1,1,0,3.21,0.841
2,7,7,0,1,0,1,1,0,0,-0.00942,-0.0707
2,7,7,0,1,0,1,1,0,1,3.21,0.841
4,7,7,0,0,0,1,1,0,0,0.00464,0.0708
4,7,7,0,0,0,1,1,0,1,-0.71,3.54e-25
4,7,7,1,0,0,1,1,0,0,0.00944,0.0709
4,7,7,1,0,0,1,1,1,0,-0.644,-0.0738
4,7,7,0,1,0,1,1,0,0,0.00944,0.0709
4,7,7,0,1,0,1,1,0,1,-0.644,-0.0738
6,7,7,0,0,0,1,1,0,0,-0.00558,-0.0857
6,7,7,0,0,0,1,1,0,1,-0.116,-1.e-26
6,7,7,1,0,0,1,1,0,0,-0.0114,-0.086
6,7,7,1,0,0,1,1,1,0,0.0304,-0.00838
6,7,7,0,1,0,1,1,0,0,-0.0114,-0.086
6,7,7,0,1,0,1,1,0,1,0.0304,-0.00838
3,2,2,0,0,1,0,0,0,0,-1.92e-31,-1.64e-29
3,2,2,0,0,1,0,0,0,1,2.59e-26,0.0838
3,2,2,1,0,1,0,0,0,0,0.135,-0.0167
3,2,2,1,0,1,0,0,1,0,0.00559,-0.0805
3,2,2,0,1,1,0,0,0,0,-0.135,0.0167
3,2,2,0,1,1,0,0,0,1,-0.00559,0.0805
3,2,2,1,1,1,0,0,0,1,-2.2e-26,0.115
2,2,3,0,0,1,0,0,0,0,-0.0408,-0.162
2,2,3,0,0,1,0,0,1,0,-0.27,0.0117
2,2,3,1,0,1,0,0,0,0,-0.0274,-0.156
2,2,3,1,0,1,0,0,1,0,-0.693,-0.508
2,2,3,0,1,1,0,0,0,0,-0.0982,-0.146
2,2,3,0,1,1,0,0,1,0,-0.532,-0.245
4,2,3,0,0,1,0,0,0,0,0.0527,0.116
4,2,3,0,0,1,0,0,1,0,0.0379,0.116
4,2,3,1,0,1,0,0,0,0,-0.0809,0.102
4,2,3,1,0,1,0,0,1,0,0.0762,0.0976
4,2,3,0,1,1,0,0,0,0,0.168,0.0943
4,2,3,0,1,1,0,0,1,0,0.104,0.103
3,2,4,0,0,1,0,0,0,0,0.0404,0.206
3,2,4,0,0,1,0,0,1,0,0.134,0.135
3,2,4,1,0,1,0,0,0,0,0.0166,0.199
3,2,4,1,0,1,0,0,1,0,0.513,0.307
3,2,4,0,1,1,0,0,0,0,0.0985,0.192
3,2,4,0,1,1,0,0,1,0,0.315,0.225
5,2,4,0,0,1,0,0,0,0,-0.0701,-0.189
5,2,4,0,0,1,0,0,1,0,-0.0407,-0.151
5,2,4,1,0,1,0,0,0,0,0.0728,-0.164
5,2,4,1,0,1,0,0,1,0,-0.0863,-0.139
5,2,4,0,1,1,0,0,0,0,-0.175,-0.167
5,2,4,0,1,1,0,0,1,0,-0.101,-0.145
4,2,5,0,0,1,0,0,0,0,-0.0377,-0.235
4,2,5,0,0,1,0,0,1,0,-0.0906,-0.215
4,2,5,1,0,1,0,0,0,0,-0.00582,-0.228
4,2,5,1,0,1,0,0,1,0,-0.437,-0.309
4,2,5,0,1,1,0,0,0,0,-0.093,-0.224
4,2,5,0,1,1,0,0,1,0,-0.238,-0.269
6,2,5,0,0,1,0,0,0,0,0.0784,0.241
6,2,5,0,0,1,0,0,1,0,0.0402,0.18
6,2,5,1,0,1,0,0,0,0,-0.0775,0.21
6,2,5,1,0,1,0,0,1,0,0.0919,0.17
6,2,5,0,1,1,0,0,0,0,0.176,0.221
6,2,5,0,1,1,0,0,1,0,0.0963,0.177
5,2,6,0,0,1,0,0,0,0,0.0349,0.259
5,2,6,0,0,1,0,0,1,0,0.0666,0.268
5,2,6,1,0,1,0,0,0,0,-0.0036,0.251
5,2,6,1,0,1,0,0,1,0,0.4,0.33
5,2,6,0,1,1,0,0,0,0,0.087,0.249
5,2,6,0,1,1,0,0,1,0,0.194,0.309
7,2,6,0,0,1,0,0,0,0,-0.0832,-0.282
7,2,6,0,0,1,0,0,1,0,-0.039,-0.205
7,2,6,1,0,1,0,0,0,0,0.0866,-0.248
7,2,6,1,0,1,0,0,1,0,-0.0958,-0.196
7,2,6,0,1,1,0,0,0,0,-0.175,-0.263
7,2,6,0,1,1,0,0,1,0,-0.0914,-0.204
6,2,7,0,0,1,0,0,0,0,-0.0324,-0.279
6,2,7,0,0,1,0,0,1,0,-0.0502,-0.31
6,2,7,1,0,1,0,0,0,0,0.0118,-0.27
6,2,7,1,0,1,0,0,1,0,-0.38,-0.353
6,2,7,0,1,1,0,0,0,0,-0.0816,-0.27
6,2,7,0,1,1,0,0,1,0,-0.165,-0.343
3,3,3,0,0,1,0,0,0,0,4.65e-32,9.35e-32
3,3,3,0,0,1,0,0,0,1,-2.e-25,0.105
3,3,3,1,0,1,0,0,0,0,-0.0353,0.00448
3,3,3,1,0,1,0,0,1,0,0.0457,-0.0881
3,3,3,0,1,1,0,0,0,0,0.0353,-0.00448
3,3,3,0,1,1,0,0,0,1,-0.0457,0.0881
5,3,3,0,0,1,0,0,0,0,-1.22e-30,1.86e-30
5,3,3,0,0,1,0,0,0,1,-9.15e-27,0.0854
5,3,3,1,0,1,0,0,0,0,0.105,0.00242
5,3,3,1,0,1,0,0,1,0,0.0133,-0.075
5,3,3,0,1,1,0,0,0,0,-0.105,-0.00242
5,3,3,0,1,1,0,0,0,1,-0.0133,0.075
2,3,4,0,0,1,0,0,0,0,0.0173,0.117
2,3,4,0,0,1,0,0,1,0,0.522,-0.527
2,3,4,1,0,1,0,0,0,0,0.0176,0.115
2,3,4,1,0,1,0,0,1,0,1.63,0.234
2,3,4,0,1,1,0,0,0,0,0.0446,0.113
2,3,4,0,1,1,0,0,1,0,1.14,-0.121
4,3,4,0,0,1,0,0,0,0,-0.00916,-0.0684
4,3,4,0,0,1,0,0,1,0,-0.0445,0.0169
4,3,4,1,0,1,0,0,0,0,0.0228,-0.0695
4,3,4,1,0,1,0,0,1,0,-0.134,0.0541
4,3,4,0,1,1,0,0,0,0,-0.0489,-0.0633
4,3,4,0,1,1,0,0,1,0,-0.107,0.0382
6,3,4,0,0,1,0,0,0,0,0.0139,0.0686
6,3,4,0,0,1,0,0,1,0,0.00992,0.0905
6,3,4,1,0,1,0,0,0,0,-0.0929,0.0578
6,3,4,1,0,1,0,0,1,0,0.0084,0.0827
6,3,4,0,1,1,0,0,0,0,0.108,0.0686
6,3,4,0,1,1,0,0,1,0,0.0314,0.0837
3,3,5,0,0,1,0,0,0,0,-0.0168,-0.143
3,3,5,0,0,1,0,0,1,0,-0.24,0.163
3,3,5,1,0,1,0,0,0,0,-0.0135,-0.14
3,3,5,1,0,1,0,0,1,0,-0.854,0.0271
3,3,5,0,1,1,0,0,0,0,-0.0457,-0.139
3,3,5,0,1,1,0,0,1,0,-0.524,0.0877
5,3,5,0,0,1,0,0,0,0,0.0114,0.109
5,3,5,0,0,1,0,0,1,0,0.0457,0.0365
5,3,5,1,0,1,0,0,0,0,-0.0215,0.108
5,3,5,1,0,1,0,0,1,0,0.121,0.0135
5,3,5,0,1,1,0,0,0,0,0.0514,0.104
5,3,5,0,1,1,0,0,1,0,0.0976,0.0251
7,3,5,0,0,1,0,0,0,0,-0.0184,-0.115
7,3,5,0,0,1,0,0,1,0,-0.0139,-0.1
7,3,5,1,0,1,0,0,0,0,0.0945,-0.1
7,3,5,1,0,1,0,0,1,0,-0.0188,-0.094
7,3,5,0,1,1,0,0,0,0,-0.105,-0.115
7,3,5,0,1,1,0,0,1,0,-0.0368,-0.0955
4,3,6,0,0,1,0,0,0,0,0.0151,0.158
4,3,6,0,0,1,0,0,1,0,0.173,-0.0179
4,3,6,1,0,1,0,0,0,0,0.00865,0.155
4,3,6,1,0,1,0,0,1,0,0.632,0.0314
4,3,6,0,1,1,0,0,0,0,0.0434,0.155
4,3,6,0,1,1,0,0,1,0,0.366,0.0122
6,3,6,0,0,1,0,0,0,0,-0.0115,-0.136
6,3,6,0,0,1,0,0,1,0,-0.0452,-0.0714
6,3,6,1,0,1,0,0,0,0,0.0239,-0.135
6,3,6,1,0,1,0,0,1,0,-0.118,-0.0543
6,3,6,0,1,1,0,0,0,0,-0.0504,-0.132
6,3,6,0,1,1,0,0,1,0,-0.0923,-0.0642
5,3,7,0,0,1,0,0,0,0,-0.0133,-0.169
5,3,7,0,0,1,0,0,1,0,-0.143,-0.0621
5,3,7,1,0,1,0,0,0,0,-0.00425,-0.166
5,3,7,1,0,1,0,0,1,0,-0.536,-0.0852
5,3,7,0,1,1,0,0,0,0,-0.0404,-0.167
5,3,7,0,1,1,0,0,1,0,-0.296,-0.0791
7,3,7,0,0,1,0,0,0,0,0.0107,0.158
7,3,7,0,0,1,0,0,1,0,0.0443,0.0975
7,3,7,1,0,1,0,0,0,0,-0.0275,0.155
7,3,7,1,0,1,0,0,1,0,0.116,0.0833
7,3,7,0,1,1,0,0,0,0,0.0483,0.154
7,3,7,0,1,1,0,0,1,0,0.0881,0.0927
3,4,4,0,0,1,0,0,0,0,-3.5e-32,6.97e-33
3,4,4,0,0,1,0,0,0,1,5.51e-26,-0.323
3,4,4,1,0,1,0,0,0,0,0.0156,-0.00137
3,4,4,1,0,1,0,0,1,0,-0.0855,0.266
3,4,4,0,1,1,0,0,0,0,-0.0156,0.00137
3,4,4,0,1,1,0,0,0,1,0.0855,-0.266
5,4,4,0,0,1,0,0,0,0,1.08e-32,-3.1e-32
5,4,4,0,0,1,0,0,0,1,-2.36e-26,-0.00582
5,4,4,1,0,1,0,0,0,0,-0.0343,0.00242
5,4,4,1,0,1,0,0,1,0,-0.000197,-0.0126
5,4,4,0,1,1,0,0,0,0,0.0343,-0.00242
5,4,4,0,1,1,0,0,0,1,0.000197,0.0126
7,4,4,0,0,1,0,0,0,1,4.54e-27,0.0805
7,4,4,1,0,1,0,0,1,0,0.00971,-0.0767
7,4,4,0,1,1,0,0,0,0,-0.0934,-0.00729
7,4,4,0,1,1,0,0,0,1,-0.00971,0.0767
2,4,5,0,0,1,0,0,0,0,-0.0106,-0.0972
2,4,5,0,0,1,0,0,1,0,-0.824,1.21
2,4,5,1,0,1,0,0,0,0,-0.0131,-0.0959
2,4,5,1,0,1,0,0,1,0,-2.74,0.212
2,4,5,0,1,1,0,0,0,0,-0.027,-0.0955
2,4,5,0,1,1,0,0,1,0,-1.97,0.605
4,4,5,0,0,1,0,0,0,0,0.00483,0.052
4,4,5,0,0,1,0,0,1,0,0.0569,-0.154
4,4,5,1,0,1,0,0,0,0,-0.00813,0.0523
4,4,5,1,0,1,0,0,1,0,0.199,-0.219
4,4,5,0,1,1,0,0,0,0,0.0251,0.0502
4,4,5,0,1,1,0,0,1,0,0.141,-0.193
6,4,5,0,0,1,0,0,0,0,-0.00315,-0.0418
6,4,5,0,0,1,0,0,1,0,-0.0115,-0.0299
6,4,5,1,0,1,0,0,0,0,0.0301,-0.0428
6,4,5,1,0,1,0,0,1,0,-0.0227,-0.0158
6,4,5,0,1,1,0,0,0,0,-0.0376,-0.0393
6,4,5,0,1,1,0,0,1,0,-0.028,-0.0189
3,4,6,0,0,1,0,0,0,0,0.0106,0.116
3,4,6,0,0,1,0,0,1,0,0.332,-0.491
3,4,6,1,0,1,0,0,0,0,0.0115,0.115
3,4,6,1,0,1,0,0,1,0,1.19,-0.405
3,4,6,0,1,1,0,0,0,0,0.0285,0.115
3,4,6,0,1,1,0,0,1,0,0.759,-0.43
5,4,6,0,0,1,0,0,0,0,-0.00618,-0.0821
5,4,6,0,0,1,0,0,1,0,-0.0537,0.0647
5,4,6,1,0,1,0,0,0,0,0.00658,-0.0818
5,4,6,1,0,1,0,0,1,0,-0.157,0.102
5,4,6,0,1,1,0,0,0,0,-0.0277,-0.0804
5,4,6,0,1,1,0,0,1,0,-0.111,0.085
7,4,6,0,0,1,0,0,0,0,0.00404,0.0707
7,4,6,0,0,1,0,0,1,0,0.0156,0.0482
7,4,6,1,0,1,0,0,0,0,-0.03,0.0709
7,4,6,1,0,1,0,0,1,0,0.0311,0.0386
7,4,6,0,1,1,0,0,0,0,0.0378,0.0685
7,4,6,0,1,1,0,0,1,0,0.0346,0.0416
4,4,7,0,0,1,0,0,0,0,-0.00976,-0.126
4,4,7,0,0,1,0,0,1,0,-0.226,0.235
4,4,7,1,0,1,0,0,0,0,-0.00888,-0.125
4,4,7,1,0,1,0,0,1,0,-0.798,0.234
4,4,7,0,1,1,0,0,0,0,-0.0276,-0.125
4,4,7,0,1,1,0,0,1,0,-0.483,0.225
6,4,7,0,0,1,0,0,0,0,0.0063,0.102
6,4,7,0,0,1,0,0,1,0,0.0512,-0.0143
6,4,7,1,0,1,0,0,0,0,-0.00711,0.102
6,4,7,1,0,1,0,0,1,0,0.142,-0.0402
6,4,7,0,1,1,0,0,0,0,0.028,0.101
6,4,7,0,1,1,0,0,1,0,0.1,-0.0265
3,5,5,0,0,1,0,0,0,0,-2.71e-34,2.77e-34
3,5,5,0,0,1,0,0,0,1,3.15e-26,0.614
3,5,5,1,0,1,0,0,0,0,-0.00865,0.000564
3,5,5,1,0,1,0,0,1,0,0.118,-0.492
3,5,5,0,1,1,0,0,0,0,0.00865,-0.000564
3,5,5,0,1,1,0,0,0,1,-0.118,0.492
5,5,5,0,0,1,0,0,0,0,-2.48e-33,3.28e-34
5,5,5,0,0,1,0,0,0,1,-2.64e-26,-0.0817
5,5,5,1,0,1,0,0,0,0,0.0168,-0.00105
5,5,5,1,0,1,0,0,1,0,-0.00862,0.112
5,5,5,0,1,1,0,0,0,0,-0.0168,0.00105
5,5,5,0,1,1,0,0,0,1,0.00862,-0.112
7,5,5,0,0,1,0,0,0,0,9.21e-34,-9.58e-34
7,5,5,0,0,1,0,0,0,1,7.e-27,-0.0372
7,5,5,1,0,1,0,0,0,0,-0.0328,0.00135
7,5,5,1,0,1,0,0,1,0,-0.00403,0.0304
7,5,5,0,1,1,0,0,0,0,0.0328,-0.00135
7,5,5,0,1,1,0,0,0,1,0.00403,-0.0304
2,5,6,0,0,1,0,0,0,0,0.00752,0.0854
2,5,6,0,0,1,0,0,1,0,1.21,-2.11
2,5,6,1,0,1,0,0,0,0,0.0104,0.0846
2,5,6,1,0,1,0,0,1,0,4.14,-0.812
2,5,6,0,1,1,0,0,0,0,0.0187,0.0845
2,5,6,0,1,1,0,0,1,0,3.08,-1.25
4,5,6,0,0,1,0,0,0,0,-0.00337,-0.0439
4,5,6,0,0,1,0,0,1,0,-0.0742,0.317
4,5,6,1,0,1,0,0,0,0,0.0032,-0.0439
4,5,6,1,0,1,0,0,1,0,-0.279,0.421
4,5,6,0,1,1,0,0,0,0,-0.0158,-0.043
4,5,6,0,1,1,0,0,1,0,-0.194,0.384
6,5,6,0,0,1,0,0,0,0,0.00199,0.033
6,5,6,0,0,1,0,0,1,0,0.0134,-0.0351
6,5,6,1,0,1,0,0,0,0,-0.0136,0.0336
6,5,6,1,0,1,0,0,1,0,0.0354,-0.0579
6,5,6,0,1,1,0,0,0,0,0.0202,0.0319
6,5,6,0,1,1,0,0,1,0,0.0288,-0.0527
3,5,7,0,0,1,0,0,0,0,-0.00775,-0.101
3,5,7,0,0,1,0,0,1,0,-0.438,0.89
3,5,7,1,0,1,0,0,0,0,-0.00971,-0.1
3,5,7,1,0,1,0,0,1,0,-1.59,0.858
3,5,7,0,1,1,0,0,0,0,-0.0202,-0.1
3,5,7,0,1,1,0,0,1,0,-1.06,0.85
5,5,7,0,0,1,0,0,0,0,0.00448,0.0689
5,5,7,0,0,1,0,0,1,0,0.0646,-0.175
5,5,7,1,0,1,0,0,0,0,-0.00167,0.0687
5,5,7,1,0,1,0,0,1,0,0.199,-0.232
5,5,7,0,1,1,0,0,0,0,0.0183,0.0681
5,5,7,0,1,1,0,0,1,0,0.136,-0.208
7,5,7,0,0,1,0,0,0,0,-0.00271,-0.0561
7,5,7,0,0,1,0,0,1,0,-0.0176,0.0055
7,5,7,1,0,1,0,0,0,0,0.0127,-0.0563
7,5,7,1,0,1,0,0,1,0,-0.0415,0.0199
7,5,7,0,1,1,0,0,0,0,-0.0214,-0.055
7,5,7,0,1,1,0,0,1,0,-0.0351,0.0152
3,6,6,0,0,1,0,0,0,0,-1.13e-35,-1.68e-35
3,6,6,0,0,1,0,0,0,1,-8.e-25,-0.987
3,6,6,1,0,1,0,0,0,0,0.00543,-0.000281
3,6,6,1,0,1,0,0,1,0,-0.149,0.79
3,6,6,0,1,1,0,0,0,0,-0.00543,0.000281
3,6,6,0,1,1,0,0,0,1,0.149,-0.79
5,6,6,0,0,1,0,0,0,0,1.04e-35,-2.3e-35
5,6,6,0,0,1,0,0,0,1,0.,0.183
5,6,6,1,0,1,0,0,0,0,-0.00995,0.000512
5,6,6,1,0,1,0,0,1,0,0.0163,-0.228
5,6,6,0,1,1,0,0,0,0,0.00995,-0.000512
5,6,6,0,1,1,0,0,0,1,-0.0163,0.228
7,6,6,0,0,1,0,0,0,0,-1.52e-33,-4.93e-34
7,6,6,0,0,1,0,0,0,1,0.,-0.0113
7,6,6,1,0,1,0,0,0,0,0.0168,-0.000797
7,6,6,1,0,1,0,0,1,0,-0.000131,0.0224
7,6,6,0,1,1,0,0,0,0,-0.0168,0.000797
2,6,7,0,0,1,0,0,0,0,-0.00574,-0.0773
2,6,7,0,0,1,0,0,1,0,-1.71,3.26
2,6,7,1,0,1,0,0,0,0,-0.00847,-0.0768
2,6,7,1,0,1,0,0,1,0,-5.88,1.59
2,6,7,0,1,1,0,0,0,0,-0.0139,-0.0768
2,6,7,0,1,1,0,0,1,0,-4.52,2.07
4,6,7,0,0,1,0,0,0,0,0.00258,0.0388
4,6,7,0,0,1,0,0,1,0,0.0963,-0.516
4,6,7,1,0,1,0,0,0,0,-0.00114,0.0388
4,6,7,1,0,1,0,0,1,0,0.377,-0.67
4,6,7,0,1,1,0,0,0,0,0.0111,0.0383
4,6,7,0,1,1,0,0,1,0,0.265,-0.621
6,6,7,0,0,1,0,0,0,0,-0.00155,-0.0283
6,6,7,0,0,1,0,0,1,0,-0.0159,0.107
6,6,7,1,0,1,0,0,0,0,0.00734,-0.0286
6,6,7,1,0,1,0,0,1,0,-0.0482,0.141
6,6,7,0,1,1,0,0,0,0,-0.0131,-0.0277
6,6,7,0,1,1,0,0,1,0,-0.0325,0.133
3,7,7,0,0,1,0,0,0,0,-1.35e-35,1.14e-35
3,7,7,0,0,1,0,0,0,1,-3.e-26,1.45
3,7,7,1,0,1,0,0,0,0,-0.00369,0.000159
3,7,7,1,0,1,0,0,1,0,0.18,-1.17
3,7,7,0,1,1,0,0,0,0,0.00369,-0.000159
3,7,7,0,1,1,0,0,0,1,-0.18,1.17
5,7,7,0,0,1,0,0,0,0,-1.26e-34,-7.61e-35
5,7,7,0,0,1,0,0,0,1,0.,-0.302
5,7,7,1,0,1,0,0,0,0,0.00656,-0.000282
5,7,7,1,0,1,0,0,1,0,-0.0236,0.361
5,7,7,0,1,1,0,0,0,0,-0.00656,0.000282
5,7,7,0,1,1,0,0,0,1,0.0236,-0.361
7,7,7,0,0,1,0,0,0,0,5.15e-35,-1.06e-34
7,7,7,0,0,1,0,0,0,1,0.,0.0641
7,7,7,1,0,1,0,0,0,0,-0.0103,0.000434
7,7,7,1,0,1,0,0,1,0,0.00335,-0.0806
7,7,7,0,1,1,0,0,0,0,0.0103,-0.000434
7,7,7,0,1,1,0,0,0,1,-0.00335,0.0806
2,2,2,0,0,1,0,1,0,0,0.0383,0.211
2,2,2,0,0,1,0,1,0,1,-0.00579,-0.355
2,2,2,1,0,1,0,1,0,0,0.0748,0.224
2,2,2,1,0,1,0,1,1,0,-0.144,0.394
2,2,2,0,1,1,0,1,0,0,0.0976,0.21
2,2,2,0,1,1,0,1,0,1,0.0542,-0.402
4,2,2,0,0,1,0,1,0,0,0.82,-0.0687
4,2,2,0,0,1,0,1,0,1,-0.000897,-0.0136
4,2,2,1,0,1,0,1,0,0,0.794,-0.113
4,2,2,1,0,1,0,1,1,0,0.0102,-0.0141
4,2,2,0,1,1,0,1,0,0,0.768,-0.103
4,2,2,0,1,1,0,1,0,1,0.0117,-0.0172
3,2,3,0,0,1,0,1,0,0,-0.00326,-0.161
3,2,3,0,0,1,0,1,1,0,0.00603,-0.263
3,2,3,1,0,1,0,1,0,0,-0.059,-0.185
3,2,3,1,0,1,0,1,1,0,0.114,-0.409
3,2,3,0,1,1,0,1,0,0,-0.0143,-0.172
3,2,3,0,1,1,0,1,1,0,0.0154,-0.304
5,2,3,0,0,1,0,1,0,0,-1.32,0.121
5,2,3,0,0,1,0,1,1,0,-0.021,-0.0275
5,2,3,1,0,1,0,1,0,0,-1.26,0.195
5,2,3,1,0,1,0,1,1,0,-0.034,0.0202
5,2,3,0,1,1,0,1,0,0,-1.32,0.171
5,2,3,0,1,1,0,1,1,0,-0.0521,0.0018
2,2,4,0,0,1,0,1,0,0,0.0173,0.0931
2,2,4,0,0,1,0,1,1,0,-1.25,-0.291
2,2,4,1,0,1,0,1,0,0,-0.00658,0.0864
2,2,4,1,0,1,0,1,1,0,-0.6,-0.106
2,2,4,0,1,1,0,1,0,0,0.0503,0.0853
2,2,4,0,1,1,0,1,1,0,-0.993,-0.0892
4,2,4,0,0,1,0,1,0,0,-0.0206,0.117
4,2,4,0,0,1,0,1,1,0,-0.0144,0.211
4,2,4,1,0,1,0,1,0,0,0.0612,0.156
4,2,4,1,0,1,0,1,1,0,-0.125,0.364
4,2,4,0,1,1,0,1,0,0,-0.0353,0.133
4,2,4,0,1,1,0,1,1,0,-0.0363,0.24
6,2,4,0,0,1,0,1,0,0,1.81,-0.141
6,2,4,0,0,1,0,1,1,0,0.0373,0.0573
6,2,4,1,0,1,0,1,0,0,1.73,-0.267
6,2,4,1,0,1,0,1,1,0,0.0747,0.00339
6,2,4,0,1,1,0,1,0,0,1.84,-0.194
6,2,4,0,1,1,0,1,1,0,0.0799,0.0344
3,2,5,0,0,1,0,1,0,0,-0.0214,-0.153
3,2,5,0,0,1,0,1,1,0,1.87,0.341
3,2,5,1,0,1,0,1,0,0,0.0235,-0.14
3,2,5,1,0,1,0,1,1,0,1.1,0.227
3,2,5,0,1,1,0,1,0,0,-0.0675,-0.144
3,2,5,0,1,1,0,1,1,0,1.63,0.203
5,2,5,0,0,1,0,1,0,0,0.0397,-0.0774
5,2,5,0,0,1,0,1,1,0,0.0182,-0.172
5,2,5,1,0,1,0,1,0,0,-0.0726,-0.135
5,2,5,1,0,1,0,1,1,0,0.152,-0.34
5,2,5,0,1,1,0,1,0,0,0.071,-0.0962
5,2,5,0,1,1,0,1,1,0,0.0529,-0.192
7,2,5,0,0,1,0,1,0,0,-2.32,0.15
7,2,5,0,0,1,0,1,1,0,-0.051,-0.0941
7,2,5,1,0,1,0,1,0,0,-2.21,0.34
7,2,5,1,0,1,0,1,1,0,-0.113,-0.0312
7,2,5,0,1,1,0,1,0,0,-2.36,0.204
7,2,5,0,1,1,0,1,1,0,-0.103,-0.0746
4,2,6,0,0,1,0,1,0,0,0.0223,0.212
4,2,6,0,0,1,0,1,1,0,-2.42,-0.358
4,2,6,1,0,1,0,1,0,0,-0.0451,0.191
4,2,6,1,0,1,0,1,1,0,-1.6,-0.341
4,2,6,0,1,1,0,1,0,0,0.0776,0.202
4,2,6,0,1,1,0,1,1,0,-2.2,-0.267
6,2,6,0,0,1,0,1,0,0,-0.0564,0.0408
6,2,6,0,0,1,0,1,1,0,-0.0186,0.139
6,2,6,1,0,1,0,1,0,0,0.0898,0.119
6,2,6,1,0,1,0,1,1,0,-0.184,0.328
6,2,6,0,1,1,0,1,0,0,-0.0998,0.0614
5,2,7,0,0,1,0,1,0,0,-0.0215,-0.271
5,2,7,0,0,1,0,1,1,0,2.97,0.367
5,2,7,1,0,1,0,1,0,0,0.0702,-0.242
5,2,7,1,0,1,0,1,1,0,2.12,0.449
5,2,7,0,1,1,0,1,0,0,-0.0842,-0.261
5,2,7,0,1,1,0,1,1,0,2.77,0.304
7,2,7,0,0,1,0,1,0,0,0.072,-0.00575
7,2,7,0,0,1,0,1,1,0,0.0169,-0.109
7,2,7,1,0,1,0,1,0,0,-0.111,-0.106
7,2,7,1,0,1,0,1,1,0,0.219,-0.322
7,2,7,0,1,1,0,1,0,0,0.125,-0.0277
7,2,7,0,1,1,0,1,1,0,0.0713,-0.119
3,3,2,0,0,1,0,1,0,0,-0.0244,-0.206
3,3,2,0,0,1,0,1,0,1,0.0151,0.279
3,3,2,1,0,1,0,1,0,0,-0.0538,-0.213
